firstName,lastName,price,Over_100
Dawn,Jones,271.6144998802729,True
Joel,Smith,14.494919799933415,False
Larry,Grimes,268.6758682473656,True
Joseph,Arnold,121.7750468474434,True
Kyle,Long,241.62163914201534,True
Brittany,Day,261.54605742206627,True
Bobby,Ward,63.5130358008172,False
Thomas,Lee,254.07557711297562,True
Jennifer,Hansen,101.48873523428665,True
Lisa,Murray,176.09191738609584,True
Meghan,Wade,273.230340943105,True
Tammie,Brooks,84.88856949195046,False
Maria,Bell,264.07466519472524,True
Allison,Livingston,130.34844264841078,True
Chris,Hays,17.342763790337447,False
Courtney,Mitchell,78.93257699026059,False
Shawn,White,188.02192560020143,True
Taylor,Gomez,225.019823714774,True
Jeremy,Rodriguez,200.7248207662091,True
April,Garcia,66.24555967130416,False
Zachary,Watts,15.497387859732203,False
Sarah,Montoya,206.82125465342605,True
Jennifer,Barker,89.18615989096851,False
Sharon,Garza,72.3577270367147,False
Tiffany,Stevens,196.37932201380522,True
Ruben,Armstrong,93.69836737933717,False
Jeffrey,Spencer,271.1622820171668,True
Nicole,Ramsey,247.8596071044983,True
Anne,Roy,277.93248205609933,True
Lori,Sanchez,285.6616404970253,True
Allison,Chavez,126.85021100807127,True
Marcus,Adams,36.47040893667673,False
Mary,Smith,16.315071974183017,False
Joseph,Reed,178.4576742447325,True
Jason,Armstrong,26.045257464740857,False
Jeff,Armstrong,88.47561283959318,False
Sean,Shields,247.83952552279044,True
Jessica,Allison,104.7423079789625,True
Christian,Grant,99.11707916707049,False
Edward,Watson,180.35355894236383,True
Derrick,Cooke,142.0901159609425,True
Arthur,Hall,235.96697489958777,True
Sean,Patrick,139.45079943481065,True
Heather,Collins,127.39257340710478,True
Megan,Gomez,107.86244506859771,True
William,Hale,114.67092535958612,True
Olivia,Thompson,8.608441013604939,False
Lori,Torres,18.858274333009916,False
Vickie,Hernandez,214.9321806775068,True
Kimberly,Brown,40.31993270151361,False
Sherry,Meza,182.85454988090535,True
Phillip,Hansen,44.116117044254466,False
Jeanette,Knight,28.686943288269372,False
Kayla,Hanson,27.63036397054156,False
James,Johnston,284.42905543555884,True
John,Porter,53.72799273817649,False
Elizabeth,Reyes,93.68075684190921,False
Kristen,Henry,77.0062435699163,False
Claudia,Anderson,160.34015926115842,True
Nicholas,Webb,18.710386193314132,False
Allison,Cooper,206.04210681966845,True
Zachary,Barnes,280.7741314675942,True
Gregory,Hill,265.97658083058303,True
Terry,Ayers,16.51163898830609,False
Jessica,Wilson,290.4095460874849,True
Daniel,Frazier,190.32919165960308,True
Brian,Welch,218.25050827754197,True
Carol,Chavez,123.18344273633504,True
Ethan,Mcdonald,214.35031737281645,True
Gerald,Martinez,57.54786356392437,False
Eric,King,59.879264225985686,False
Sylvia,Walters,110.94631320914493,True
Jonathan,Lane,64.46710142329967,False
Matthew,Turner,180.2628702175462,True
Jeffrey,Bauer,30.515841807321088,False
Jessica,Shaffer,54.901936509967165,False
Chris,Spencer,251.37528306509915,True
Mary,Clarke,236.05298786846936,True
Timothy,Mendoza,105.98348156256873,True
Alicia,Hoffman,182.34369903173868,True
Joseph,Gardner,144.809134447454,True
Rachael,Rangel,297.94964055273493,True
Jeffrey,Harrington,194.27163383508275,True
Sophia,Randolph,158.54312598904266,True
Debbie,Freeman,275.87191674948485,True
Matthew,Braun,201.77496567973782,True
Sheri,Hudson,268.3748401506698,True
Mary,King,204.07857538584167,True
Beth,Davis,155.0680648263074,True
Margaret,Castillo,193.90632444973315,True
Tommy,Sandoval,172.28304096219406,True
Christopher,Hines,46.55435298980185,False
Richard,Wright,208.3596968638621,True
Michael,Brown,278.52308864414647,True
Nathan,Yu,134.18950975303383,True
Cameron,Ford,248.89213816817465,True
Carla,Hayes,265.3745758879461,True
Marissa,Matthews,136.09257765126094,True
Samuel,Thompson,237.15924164959935,True
Gary,Figueroa,168.94476842778406,True
Michael,West,146.88868490813215,True
Martin,Walton,140.34005756647485,True
Zachary,Lee,8.667301583326669,False
Christopher,Stephenson,67.01185632582161,False
Eric,Ortiz,117.7242457520345,True
Kara,Pittman,56.23964364259615,False
Andrew,Cowan,295.93918116436095,True
Rhonda,Moss,259.0397505024356,True
Sarah,Williams,92.82627713649636,False
Carolyn,Collins,236.24728881254816,True
Larry,Mooney,135.27017938989422,True
Laura,Livingston,294.25806990582436,True
Candace,Mckenzie,84.58145758338813,False
Candace,Wallace,124.7464542613423,True
Jason,White,218.43180413366076,True
Patricia,Reynolds,89.01176825909228,False
Michael,Ellison,244.47171060446053,True
Melissa,Robles,238.45609669548045,True
Heidi,Fry,109.62647170853653,True
James,Smith,163.95738564855034,True
Charles,Ruiz,48.45811846912089,False
Stephanie,Green,9.144974190597544,False
Stacey,Garcia,106.61920386744846,True
Glenda,Burke,206.36350632142347,True
Zachary,Alvarez,104.0523689923793,True
Rachel,Shaw,2.4482115055157516,False
Carmen,Beard,269.62368497596617,True
Tony,Daniels,186.90357745795234,True
Randy,Mora,70.7410598248337,False
George,Aguirre,128.9497508227403,True
James,Miller,297.04056394395474,True
Jacqueline,Williams,17.306221558812595,False
April,Taylor,121.28989032735633,True
Robert,Johnson,131.62377790455037,True
Gary,White,280.97065059718244,True
Kim,Lowe,192.77587564660067,True
Samantha,Jones,136.34155637165566,True
Randy,Lozano,16.301049650545718,False
Arthur,Chavez,6.903795237740217,False
Melissa,Miller,162.60669447005415,True
Leslie,Mccormick,282.5021066150871,True
Carlos,Rubio,63.21802403932109,False
David,York,86.53219265932694,False
Gabriella,Anthony,7.6386454053409825,False
Olivia,Poole,117.85417195127266,True
Wayne,Wilson,74.67047227866091,False
Elizabeth,Moore,267.3988136432793,True
Janice,Campbell,33.45339810287007,False
Julie,Johnson,63.64156781774781,False
Misty,Cantrell,189.03920909845044,True
Robert,Soto,109.01383568593415,True
Brenda,Cowan,60.8495765906681,False
Kelly,Guerrero,259.5112156610179,True
David,Nichols,19.485248582507598,False
Kayla,Taylor,186.23562833792445,True
Antonio,Garcia,125.47721261358778,True
Tyler,Cisneros,186.58982946523628,True
Jillian,Crawford,158.81727732036828,True
Karl,Pierce,132.7746811247699,True
Joann,Taylor,276.96219621730694,True
Jennifer,Jenkins,59.1285820815863,False
Nancy,Brown,78.87073418065538,False
Emma,Munoz,120.84287574591565,True
Shawn,Galloway,141.02986218926173,True
Melissa,Mcguire,213.0821203960955,True
Bryan,Chavez,125.39615596333384,True
Fernando,Salazar,256.1537305026925,True
Megan,Moore,251.34779847880938,True
Robert,Williams,175.20972501819074,True
Dennis,Sanford,29.45043264009024,False
Kimberly,Herrera,154.80765053344686,True
Gloria,Potts,289.1049353438026,True
Suzanne,Barnett,8.470995351489762,False
Leah,Myers,44.55797390437591,False
Kylie,Thomas,13.453416021299347,False
Amanda,Murphy,50.55321552469607,False
Christopher,Matthews,282.3634970875721,True
Nicole,Parks,52.28399766593619,False
Bobby,Martin,205.4899694679927,True
Kevin,Chambers,121.17110156585184,True
Kimberly,Lawson,250.28807417853673,True
Rachel,Lopez,101.88811233293558,True
Christopher,Clay,219.38450883405247,True
Daniel,Martin,.30019335994085905,False
William,Taylor,66.55747013586088,False
Steven,Johnson,111.29328197700804,True
Daniel,Miller,80.5775678926165,False
Taylor,Bryant,187.63154082557503,True
Lauren,Jones,194.7926311910296,True
Lindsey,Robertson,22.73764685915921,False
Allison,Thomas,168.33349750521316,True
Vernon,Bishop,216.1870445736053,True
Susan,Parsons,132.91852598876127,True
Brady,Snyder,210.39608628043942,True
Brent,Mcgrath,174.6983566719174,True
Peter,Smith,278.6080180649334,True
Deborah,Fox,248.12282335222997,True
Heather,Collins,147.42740743180877,True
Phillip,Meyers,102.79774717187095,True
Nicholas,Hubbard,275.40083640481305,True
Misty,Ramirez,62.31681444320775,False
Scott,Johnson,85.8738895846039,False
Jay,Nixon,253.46747872310291,True
Tony,Hall,61.197165218284425,False
Taylor,Smith,41.49264584158212,False
Mark,Reynolds,70.49794435636788,False
Marilyn,Christensen,155.48545325374747,True
Denise,Atkins,185.45160104146026,True
Melissa,Gonzales,228.00259967009907,True
Henry,Hoffman,229.66288757903408,True
Daisy,Davenport,59.5275351815464,False
Christopher,Paul,122.71316985988045,True
Kevin,Craig,148.20105162583087,True
Natalie,Coleman,122.1440452139282,True
Jeremy,Strickland,130.84356621069006,True
Gary,Bonilla,162.61525338967425,True
Amanda,Richards,236.5957164236875,True
Heidi,Perez,245.17572279902632,True
Robert,Johnson,174.69223455356223,True
Gary,Mills,183.83632122355652,True
Chelsea,Caldwell,16.12083718443007,False
John,Frye,223.27741754019164,True
Michael,Strong,220.4122321530476,True
Christopher,Delgado,85.7827975219131,False
Whitney,Wallace,253.45561825480596,True
Rebecca,Martinez,59.68320226018208,False
Marissa,Mccoy,116.96346526147707,True
Ricky,Kerr,38.99584409323927,False
Anna,Campbell,249.92134043263837,True
Marie,Walters,73.38808728545419,False
Robert,Martin,38.22288302142398,False
Marc,Davis,162.28026194930806,True
James,Dixon,159.37943283852357,True
Vicki,Ramirez,186.16024273670712,True
Krista,Campbell,161.23384364400107,True
Lauren,Patterson,170.2123273334216,True
Megan,Clark,290.25815557299404,True
Judy,Zimmerman,219.58882554041395,True
Joseph,Williams,210.78418587544644,True
Lori,Acevedo,210.66028991914433,True
William,Taylor,275.6331762919653,True
Dawn,Snyder,248.98404166326142,True
Jennifer,Simmons,80.6835370725029,False
Alyssa,Nunez,163.8009001753501,True
Robert,Black,63.92800482464865,False
Julia,Young,239.23966830924962,True
Melinda,Barnes,227.25063517083808,True
Brett,Armstrong,154.13418355563863,True
Erik,Stevenson,246.0040721964782,True
Daniel,George,34.80089307788611,False
Lindsey,Jones,197.70203950528594,True
Virginia,Lopez,227.42559145706585,True
Andrew,Brown,92.88318048748691,False
Donna,Lowery,264.8326093572513,True
Alexis,Andrade,6.3139851829486116,False
Alyssa,Pierce,47.74032516054749,False
Tara,Johnson,38.26768696182315,False
Michael,Brady,162.0594321745818,True
James,Rhodes,51.92414008935029,False
Pamela,Scott,42.43333392205651,False
Martin,Ward,170.94982482253798,True
Kristina,Hernandez,107.69157184330524,True
Robert,Bush,87.18004191063352,False
Rebecca,Larson,214.3895724880069,True
Brittany,Watson,190.52001802374136,True
Ryan,Ramirez,249.72879125140653,True
Edward,Burns,87.64996993182649,False
John,Prince,31.738420344070374,False
Ashley,Boyer,107.66259919776722,True
James,Dean,61.695454203113286,False
Natalie,Gordon,268.2800093904237,True
Ryan,Smith,136.20781301562315,True
Stephen,Thompson,54.296397135686725,False
William,Delgado,96.25442517413535,False
Brian,Johnson,124.92920800129251,True
James,Patel,216.60564294988416,True
Allen,Rogers,145.4342467362144,True
Aimee,Reyes,277.6656815323848,True
Susan,Williams,255.21535321984987,True
Edward,Griffin,108.62052215568919,True
Debra,Baker,296.5003089408694,True
Yvette,Kramer,279.93711740258726,True
Alyssa,Williams,270.89722410924776,True
John,Cunningham,173.0242833106959,True
Dana,Gilbert,86.51917139139054,False
Stephen,Henry,146.1515577939639,True
Bradley,James,137.9824935007853,True
Melinda,Peters,16.83003043558586,False
Robert,Goodman,213.54239836717497,True
Leslie,Moore,195.9630799088048,True
Sarah,Gray,270.794728795214,True
Amy,Haynes,258.5062772657286,True
Gary,Dean,184.42515197173313,True
Jonathan,Duran,224.5361416600696,True
Elizabeth,Ruiz,124.66944953610623,True
Caitlin,Lewis,196.35989586878728,True
Micheal,Blackburn,10.44317525383308,False
Sheryl,Mccarthy,159.95197311799956,True
Lisa,Smith,150.91226788427025,True
Jared,Juarez,247.5606457184945,True
Brett,Castro,217.3328584696009,True
Jessica,Murray,175.30221837335125,True
Austin,Coffey,16.259139624906204,False
Shelly,Jacobs,3.8567620522629076,False
Elizabeth,Logan,298.7423280960961,True
Cody,Anderson,128.08149674209776,True
Kayla,Wood,256.0528759915511,True
Paul,Singh,157.96361688869047,True
James,Mays,245.24330716055212,True
Thomas,Moore,244.59149818432581,True
Linda,Pacheco,299.60400695104124,True
Jenny,Clark,66.323118079241,False
Patrick,Guzman,223.49659809806417,True
Scott,Peters,229.48733097035625,True
John,Stevenson,23.09927229196965,False
Kristina,Brooks,154.68058259535485,True
Nancy,Aguilar,63.387875266286244,False
Robert,Brown,132.73295362216254,True
Jessica,Williams,255.95815772602114,True
David,Brown,290.5944805890099,True
Dorothy,Munoz,242.5645399689326,True
Jason,Lawson,76.09246622090241,False
James,Hall,167.96983139949683,True
Patricia,Carpenter,46.081471226854134,False
Jeff,Cardenas,64.36052626619745,False
Michelle,Johnson,19.189450361745706,False
Frank,Madden,17.34021423630535,False
George,Tanner,291.42926528925824,True
Dylan,Johnson,40.65328580971247,False
Pamela,King,282.4817646766954,True
Jesse,Frazier,95.66568524752319,False
Edward,Russell,103.22359133510466,True
Diana,Mcdonald,183.09643604917142,True
Randy,Dawson,192.1441513938406,True
Jasmine,Williams,286.169233565484,True
Robert,Smith,124.21900702404788,True
Sara,Young,183.99448583772764,True
Samantha,Gonzalez,205.58992574257107,True
Christina,Torres,286.2681618777825,True
Maria,Bailey,141.90762943777943,True
Charles,Bartlett,94.22658656561114,False
Natalie,Parker,238.01615889726162,True
Paula,Hernandez,48.88381677539385,False
Jessica,Jenkins,14.947778964788505,False
Drew,Henson,223.07613087091502,True
Michael,Davis,17.98090898922454,False
Ian,Ramos,23.684656479342635,False
Anna,Wright,235.58245960084082,True
Ashley,Anderson,74.40865878276213,False
Jennifer,Wright,298.1278772531823,True
Nicole,Lopez,67.72888615683607,False
Tara,Ellis,21.92761434619368,False
Hannah,Elliott,42.3500306105059,False
Gavin,Rodriguez,116.36642424082112,True
Johnny,Jackson,291.5968901388637,True
Martin,Garrett,147.06705563281525,True
Terri,Hayes,167.36096726325707,True
Adam,Huang,260.84093566443414,True
Carolyn,Garner,104.41065354970588,True
Lisa,Lee,130.22025105836542,True
Rodney,Escobar,8.711600244270834,False
Michael,Johnson,144.54500628387981,True
Michelle,Carter,55.94822858261905,False
John,Dunn,81.54369829884075,False
Terry,Pierce,297.8661824269755,True
David,Buck,258.79109040656874,True
Jennifer,Newman,149.3096362559838,True
Cynthia,Lee,246.59341963671147,True
Sylvia,Clark,299.52523513204085,True
Joseph,Taylor,86.08285036113183,False
Kathleen,Barton,37.42180870290569,False
Michael,Harris,52.863409788803615,False
Eric,Benson,172.1967218140958,True
Curtis,Butler,44.51322087159383,False
Brittany,Le,51.04878874984286,False
Jeremiah,Sims,101.16179403008927,True
David,Davis,290.42275473201386,True
Tiffany,Bond,181.48954787847828,True
Patricia,Chen,61.60059464895199,False
William,Crawford,181.76037492528042,True
Christina,Roberts,29.286800917334467,False
Jerome,Scott,232.14413357176466,True
Jeffery,Walker,272.0840275586963,True
Todd,Alvarez,212.1733631663613,True
John,Henry,223.99118576130667,True
James,Miles,156.36757784621395,True
Michael,Downs,31.19720611005966,False
Kayla,Wheeler,6.095911004942511,False
Charles,Martin,161.27522870857268,True
Harold,Bennett,135.0423550134277,True
Michael,Swanson,200.39235279374984,True
Janet,Mcdonald,79.80353706580819,False
Brett,Willis,244.40641148419883,True
Jacob,Smith,27.923228816289026,False
Alexa,Webb,167.56885852232438,True
Louis,Klein,40.12200003556118,False
Tony,Yu,15.742386454841972,False
Lisa,Goodman,121.07840957778886,True
Kimberly,Hernandez,36.973523018101574,False
Phillip,Friedman,145.84183084692725,True
Brian,Lam,2.9003944865113707,False
Kristin,Wilkins,251.85102866093413,True
Joshua,Lynch,188.87811097483518,True
Blake,Mclaughlin,276.65121566766607,True
Billy,Olsen,10.004807042544051,False
Shawn,Brock,179.61580863261688,True
Danielle,Jones,222.69520757018756,True
Jim,Gomez,60.12919733061894,False
Sabrina,Henderson,178.74538530666499,True
David,Pennington,245.31840116263646,True
Deborah,Williams,137.01597097392576,True
Stephanie,Bowman,227.0047204438775,True
Joseph,Frazier,176.45330226779308,True
Ryan,Mclaughlin,249.86437596048543,True
Tony,Hall,135.8550959490399,True
Timothy,Martin,289.2653637304789,True
John,Obrien,261.84812162986356,True
Barbara,Johnson,53.805895080716546,False
Brandon,Marshall,139.8477827356658,True
Carrie,Miller,11.55550872687362,False
Samantha,Dean,261.6193407458776,True
Jamie,Wilson,87.74932377728214,False
Carlos,Acosta,236.6035296169167,True
Amy,Bennett,228.749457753664,True
Dominique,Wells,116.64359542890195,True
Sarah,Bright,237.5160782816234,True
Michael,Barton,111.588339159014,True
Rebecca,Anderson,172.30626419058922,True
Megan,Riggs,31.415424578127293,False
Whitney,Andrews,44.11769930461343,False
Catherine,Jones,127.01351222588646,True
William,Andrews,236.21807628453686,True
Kathleen,Edwards,158.32395378421924,True
Roger,Frost,220.46888744734682,True
Justin,Johnson,255.84916082448956,True
Valerie,Young,265.17025774690933,True
Samantha,Perez,239.94697971674572,True
Devin,Allen,72.15833790608175,False
Stephanie,Little,238.92387283104193,True
Melanie,Miller,27.507047501375414,False
Erica,Beck,2.408526396761501,False
Toni,Dunn,168.3733620198095,True
Eric,Dunn,211.89758909785095,True
David,Jackson,169.3550529484765,True
Melanie,Gates,94.66629008484445,False
Heather,Pierce,17.410619688845152,False
Jordan,Lewis,153.01461740284606,True
Michele,Johnson,255.71498005316127,True
Samantha,Ryan,249.4925261326123,True
Christopher,Hudson,201.99975182132735,True
Zachary,Williams,106.59921636962805,True
Donna,Davis,66.72879990563357,False
Jordan,Erickson,237.7720748484537,True
Christopher,Nolan,88.74278260205863,False
Evelyn,Hanna,11.36458786951664,False
Jason,Johnson,250.23147017326244,True
Barbara,Caldwell,224.71158493620572,True
Ronald,Huff,7.220543463717332,False
Holly,Norris,216.2305109177544,True
Derrick,Carter,11.837912992122313,False
Kenneth,Golden,285.85081685801464,True
Grace,Edwards,70.08655794960943,False
Jonathan,Rios,57.712597357616325,False
Mackenzie,Miller,265.59417320672867,True
Tammy,Taylor,138.85598565124394,True
Reginald,King,207.3305605938199,True
Matthew,Fletcher,130.55916118107768,True
Elizabeth,Jordan,177.7124355174749,True
Sally,Santiago,45.11902985650396,False
James,Johnson,12.895735378025353,False
Jason,Saunders,242.84373861087548,True
Carol,Hernandez,4.624370640925468,False
Kendra,Dawson,291.5212704079463,True
James,Hess,58.426980920539066,False
Michael,Stokes,25.518866019813768,False
Jeffrey,Martinez,147.69037912960326,True
Joseph,Bell,102.98742822649713,True
Pamela,Black,140.71938904528912,True
Robert,Jordan,100.47110113613776,True
Kathy,Baker,263.55118987726985,True
Brian,Bailey,115.36283162955256,True
Mitchell,Clark,190.28579374160574,True
Kelly,Mcintyre,168.73442688547874,True
Susan,Ali,260.58212587920184,True
Latoya,Gonzales,205.04242220781632,True
Olivia,Mayo,251.539316319889,True
Thomas,Anderson,221.03202138452298,True
Todd,Jennings,182.39385071230006,True
Paul,Dixon,22.257608409298733,False
Julie,Torres,130.67875588932563,True
James,Miller,202.22964922902491,True
John,Howard,80.73869921597671,False
Anne,Savage,134.0405496881655,True
Richard,Wilson,226.89171341378022,True
Mrs.,Amber,187.5777824144261,True
Todd,Armstrong,99.18946135003686,False
Aaron,Richardson,118.45568241597084,True
Gregory,Pollard,234.1382367842161,True
Jon,Butler,225.76783069961127,True
Chelsea,Madden,116.62292125423896,True
Misty,Ramos,234.08371029510874,True
Ryan,Murphy,233.78728104974596,True
Brittany,Sandoval,259.1615162765921,True
Rose,Stanton,132.58437240299426,True
Kristen,Banks,287.0092392559533,True
Julia,Stokes,140.31256621233698,True
Paul,Phillips,186.00436502324533,True
Amber,Thompson,128.40386518196294,True
Mrs.,Valerie,278.47329196405593,True
Adam,Parker,228.1780448898553,True
Jennifer,Gonzales,201.95772233532975,True
Jacqueline,Hernandez,260.0860740173851,True
Cory,Walker,276.8951661262271,True
Jennifer,Miller,220.52021451384124,True
Dawn,Bond,270.3604904855039,True
Tara,Daniel,247.69265516103914,True
Rebecca,Thompson,136.49071518145252,True
Victor,Serrano,260.12170484497557,True
Elizabeth,Bell,55.22085800485901,False
Julie,Coleman,122.62926728564433,True
Jennifer,Brown,8.634621796854812,False
Jessica,Moore,266.6472362546583,True
John,Ramirez,160.94015313784897,True
Becky,Hall,271.12217722839864,True
Christine,Smith,295.80399003772317,True
Christopher,Osborne,146.23292338725543,True
Jacob,Hernandez,7.9995866384977905,False
Jennifer,Rogers,128.51339666805433,True
Tammy,Young,19.649487618537343,False
James,Lewis,56.048296930301454,False
Charles,Stanley,74.11487319875806,False
Christina,Garcia,85.95341522492949,False
Heather,Davis,74.29698857378717,False
Ashley,Fuentes,228.8808043512349,True
Jorge,Brown,2.668016258096362,False
Sierra,Park,205.52585988186212,True
Todd,Miller,272.9947015862367,True
Jeffrey,Sanchez,71.25953585246127,False
Crystal,Luna,99.98305120088,False
Devin,Flores,60.751520927298344,False
Bianca,Martin,123.53568538000377,True
Danielle,Snyder,26.677380866929536,False
Edward,Carney,265.06902448522567,True
Joseph,Grimes,268.752925861362,True
April,Fowler,164.80773702815446,True
Michelle,Mccoy,145.09960835055546,True
Alicia,Stone,21.306179609801756,False
Micheal,Lloyd,215.17326238525646,True
Richard,Ortiz,148.916744913034,True
Jasmine,Reyes,44.616532654485276,False
Tony,Smith,114.40259462412024,True
Mary,Melton,198.3058359782194,True
William,Griffin,146.0813867091926,True
Scott,Vargas,58.2536122834586,False
Adam,Guerra,13.060346748295137,False
Christina,Vang,215.2971496696193,True
Nicole,Williams,189.19024665563273,True
Erica,Powers,142.7933783563207,True
Angela,Garcia,175.25618354801628,True
Melissa,Brown,257.90268456791495,True
John,Santiago,55.75051527996688,False
Donald,Nelson,20.747101638163613,False
Misty,Bell,263.0063734718704,True
Vanessa,Barnes,81.07265035359369,False
Brian,Austin,212.64893661935886,True
Jeffrey,King,252.2896877181432,True
Levi,Vaughn,142.1224476401632,True
Melanie,Blake,244.24965184567674,True
Marvin,Franklin,219.66976212062738,True
Angela,Massey,110.59227758143646,True
Lisa,Cole,202.20327655567772,True
George,Stark,103.63048443407213,True
Jeffrey,Salas,232.95865275711157,True
Richard,Reeves,85.83249893352725,False
Heather,Maldonado,292.4101672367324,True
Shelly,Mcdaniel,267.5668047194851,True
David,Ryan,80.92148227077503,False
Tyler,Trevino,75.70611538172837,False
Christina,Jackson,155.48558236131424,True
Jodi,Peterson,20.749489983100165,False
Melissa,Carney,42.023722602617,False
David,Cole,113.4241366878513,True
Ricardo,Weber,215.47652914676308,True
Jessica,Mckenzie,280.9707751107234,True
James,Ramirez,36.28177823910793,False
Jeffrey,Wise,77.17375689478267,False
Brandy,Fisher,169.58005240115847,True
Renee,Barrera,246.01478111735722,True
Melanie,Wiggins,14.973877108563748,False
Alexander,Mckee,171.6037468122393,True
Sheryl,Hill,9.161919917470962,False
Sandra,White,272.98784192441514,True
Christopher,Thompson,22.069052273851707,False
Daniel,Smith,130.7526410528608,True
Theresa,Johnson,61.15255401573466,False
Kristopher,Cunningham,127.42968290448434,True
Nathan,Morgan,166.21275710856864,True
David,Murray,110.60256741140032,True
April,Taylor,2.033803093537334,False
Daniel,Herrera,245.14091366875758,True
John,Mcpherson,200.3253003483999,True
Scott,Simmons,44.45087326927629,False
Gary,Tran,86.68368261102647,False
Erica,Vaughn,289.792287563817,True
Jennifer,Peterson,179.35994316791917,True
April,Mccormick,219.60906187569745,True
Justin,Davis,39.14509513920626,False
Julia,Hall,163.15337081839627,True
Anna,Cunningham,188.93762929340733,True
Jacob,Stevens,233.22577029718,True
Jerry,Payne,169.62381257628408,True
Mark,Collins,117.62228175777007,True
Benjamin,Clark,93.10220462352581,False
Lisa,Norton,17.323177632175014,False
Christopher,Smith,81.45143195987956,False
Mary,Myers,37.447401260478664,False
Stephanie,Skinner,6.450115409472968,False
Dave,Kelly,121.97572951864967,True
Patricia,Gallagher,196.37117798423185,True
Shaun,Holloway,39.440328065629785,False
Marc,Love,262.27209818397836,True
Michael,Mayer,41.429008133900915,False
Mason,Rodriguez,162.79196518165946,True
Jason,Payne,83.27946269872628,False
Johnny,Hicks,74.94437940128532,False
Lisa,Rodgers,32.106224639172396,False
Sarah,Tyler,87.15157534281965,False
Brian,Rodriguez,26.081651503261703,False
Charlene,Jones,246.8853280259454,True
Scott,Lawrence,227.61395649150862,True
Carol,Patrick,140.45168066300826,True
Mrs.,Jessica,60.11999567598073,False
Linda,Sullivan,4.59757783566499,False
Donna,Carrillo,237.82591106535895,True
Scott,Baker,227.47050542148006,True
Brian,Jensen,174.96712222201845,True
James,Sosa,81.4321633094092,False
Veronica,Zavala,51.459148131350304,False
Jenny,Fields,186.16929762084828,True
George,Monroe,230.8455603414387,True
Michael,Smith,153.70561772489975,True
Kevin,Oliver,190.39769667192525,True
Nicholas,Mejia,13.522722894981564,False
Phillip,Logan,169.72317735515057,True
Jamie,Jackson,299.18465764449707,True
Thomas,Alvarez,72.23090551307303,False
Kaitlin,Lawson,116.94347037938131,True
Carlos,Wagner,268.21582016815387,True
Christopher,Anderson,45.6140118909368,False
Roberto,Sparks,113.76759851967823,True
Julie,Oneal,214.0692546520581,True
Megan,Friedman,240.35183526254585,True
Cheryl,Taylor,96.58849728182575,False
Jeffrey,Hatfield,241.510366599431,True
James,Phillips,18.9820537026686,False
Jessica,Moore,128.92241929436463,True
Eric,Richards,79.96034999093172,False
Rebecca,Mitchell,240.7557103425616,True
Anna,Patrick,158.13197002274651,True
Eric,Schmidt,197.34383042404582,True
Mark,Campbell,156.89477737741527,True
Taylor,Oconnell,190.58686484269742,True
Debra,Peters,70.77282648937202,False
Richard,Anderson,99.64762698819763,False
William,Russell,201.2067576979624,True
Ryan,Mcdaniel,245.97207043590126,True
Jacqueline,Frazier,191.72866033655612,True
Steven,Stuart,32.13545498900703,False
Emily,Rodriguez,90.35267623453606,False
Ryan,Perez,28.243139810723438,False
Lauren,Hahn,287.31523874507013,True
Megan,Lopez,127.44342040513898,True
Matthew,Lucero,194.01461422945013,True
